long,lat,name,opening_hours,phone,website,postcode,county,state,country
11.2600543,43.77836673,Museo di Storia Naturale dell'UniversitÀ  di Firenze - Sezione Geologia e Paleontologia,NA,NA,NA,50112,Firenze,Toscana,Italy
10.9139168,42.91488833,Museo Minerario del Parco Minerario Naturalistico di Gavorrano,NA,NA,NA,58023,Grosseto,Toscana,Italy
9.9729754,44.20899893,Museo di Storia Naturale della Lunigiana,NA,NA,NA,54011,NA,Toscana,Italy
10.3583426,44.20334693,Museo Naturalistico del Centro Visitatori dell'Orecchiella,NA,NA,NA,55038,Lucca,Toscana,Italy
10.5031954,43.84552663,Gabinetto di Storia Naturale del Liceo Machiavelli,NA,NA,NA,55100,Lucca,Toscana,Italy
10.8672076,44.03837993,Ecomuseo della Montagna Pistoiese - Museo Naturalistico Archeologico dell'Appennino Pistoiese,NA,NA,NA,51028,Pistoia,Toscana,Italy
11.1948316,43.82032233,Museo di Storia Naturale dell'UniversitÀ  di Firenze - Sezione di Chimica,NA,NA,NA,50015,Firenze,Toscana,Italy
11.2617046,43.77936683,Museo di Storia Naturale dell'UniversitÀ  di Firenze - Sezione Orto Botanico Giardino Dei Semplici,NA,NA,NA,50120,Firenze,Toscana,Italy
11.2601048,43.77803203,Museo di Storia Naturale dell'UniversitÀ  di Firenze - Sezione Mineralogia e Litologia,NA,NA,NA,50112,Firenze,Toscana,Italy
11.2599652,43.77816983,Museo di Storia Naturale dell'UniversitÀ  di Firenze - Sezione Botanica F.Parlatore,NA,NA,NA,50120,Firenze,Toscana,Italy
11.2461604,43.80376723,Museo di Storia Naturale dell'UniversitÀ  di Firenze - Sezione Biomedica,NA,NA,NA,50134,Firenze,Toscana,Italy
-3.7046264,42.33725893,Museo de Ciencias Naturales,NA,NA,NA,09003,NA,Castilla y LeÃ³n,Spain
12.2564937,43.62257143,"Museo dei colori naturali ""Delio Bischi""",NA,NA,NA,NA,Pesaro e Urbino,Marche,Italy
10.8585812,50.68029733,Masken- und Fossilienausstellung,NA,NA,NA,98693,Ilm-Kreis,ThÃ¼ringen,Germany
-7.739605,41.28639263,Museu de Geologia da UTAD,NA,NA,NA,5000-573,Vila Real,NA,Portugal
-78.8989925,37.88521583,Rockfish Valley Foundation Natural History Center,NA,NA,https://www.rockfishvalley.org/blog/,22920,Nelson County,Virginia,United States
-64.2601212,-27.78705527,Museo de Ciencias Antropológicas y Naturales Ã¢Â€ÂœDuncan y Emilio WagnerÃ¢Â€Â,NA,NA,NA,4200,NA,Santiago del Estero,Argentina
125.0086526,11.24716853,Natural Museum and Herbarium,NA,NA,NA,6500,NA,NA,Philippines
-75.1703797,3.352515626,Museo de Historia Natural La Tatacoa,NA,NA,https://www.facebook.com/MHN.la.Tatacoa,NA,NA,Huila,Colombia
8.2893433,46.11303143,Museo di Scienze Naturali Mellerio Rosmini,"""by appointment""",+39 0324 47711,http://www.amossola.it/musei_ossola/it/museo/museo-di-scienze-naturali-â€œmellerio-rosminiâ€,28845,Verbano-Cusio-Ossola,Piemonte,Italy
4.7213115,44.76229333,Les Fossiles d'Ardèche et d'Ailleurs,NA,NA,NA,07250,ArdÃ¨che,Auvergne-RhÃ´ne-Alpes,France
4.5657688,44.30182703,Collection Minéraux et Fossiles Cutona-Prado,NA,NA,NA,07700,ArdÃ¨che,Auvergne-RhÃ´ne-Alpes,France
-3.5352741,41.95227443,Museo del Fósil,NA,NA,NA,NA,NA,Castilla y LeÃ³n,Spain
-58.2200484,-32.20921137,Museo de Ciencias Naturales Guillermo Goméz Cadret,NA,NA,NA,3283,Distrito Primero,Entre RÃ­os,Argentina
143.2756234,-26.69840387,Eromanga Natural History Museum,NA,NA,NA,NA,NA,Queensland,Australia
-78.6400909,-1.776358974,Museo Paleontológico de San José de Chalán,NA,NA,NA,060119,Riobamba,Chimborazo,Ecuador
-4.6890046,40.65005443,Museo de Ciencias Naturales,NA,+34 920 352237,NA,05003,NA,Castilla y LeÃ³n,Spain
9.6179574,45.74649573,"Museo Civico Naturalistico ""Severo Sini""",NA,NA,https://www.museosini.org/,24018,Bergamo,Lombardia,Italy
-63.0265389,18.07995823,Amuseum Naturalis - Musée et centre d'interprétation,Mo-Su 06:00-19:00,NA,http://amuseumnaturalis.com,97150,NA,Saint-Martin (France),France
4.0121309,39.98111003,Geologic center,NA,+34 971 37 45 05,http://www.geologiamenorca.org/Contingut.aspx?&IdPub=8378,07750,Menorca,Illes Balears,Spain
-4.4343179,36.72482013,Aula Museo de Geología Minerales y Tesoros de la Tierra,Tu 10:00-14:00;Th 10:00- 14:00;Sa 10:00-14:30,NA,https://aulamuseodegeologiamalaga.com,29009,MÃ¡laga-Costa del Sol,AndalucÃ­a,Spain
7.3325049,44.89282273,Civico Museo Didattico di Scienze Naturali Mario Strani,Su 10:30-12:00,NA,NA,10064,Torino,Piemonte,Italy
118.4266573,24.66559703,Yingliang Stone Natural History Museum,NA,NA,NA,NA,NA,ç¦å»ºçœ,China
-76.5278968,39.35743433,Natural History Society of Maryland,"We 14:00-18:00; Th 10:00-14:00; Fr-Tu By Appointment""",NA,https://www.marylandnature.org/,21206,Baltimore County,Maryland,United States
11.0663532,50.14676023,Sammlung Fossilien des Jura,NA,NA,NA,96215,Landkreis Lichtenfels,Bayern,Germany
9.2024419,45.47273403,Museo de Historia Natural,Tu-Su 10:00-17:30; Jan 01, May 01 off,museum,20121,Milano,Lombardia,Italy
-106.634631,52.13180463,Museum of Natural Sciences University of Saskatchewan,NA,NA,https://artsandscience.usask.ca/museumofnaturalsciences/,S7N 5A3,NA,Saskatchewan,Canada
-4.1327572,53.22500353,Natural History Museum,NA,NA,https://www.bangor.ac.uk/community/museum,LL57 2TQ,Gwynedd,Cymru / Wales,United Kingdom
-84.7698007,43.59287933,Museum of Cultural and Natural History,NA,NA,https://www.cmich.edu/academics/colleges/liberal-arts-social-sciences/centers-institutes/museum-cultural-natural-history,48859,Isabella County,Michigan,United States
2.3887351,42.54421333,Museum D'Histoire Naturelle,NA,NA,NA,66820,PyrÃ©nÃ©es-Orientales,Occitanie,France
13.9717943,37.96764273,Museo Naturalistico di Gratteri,NA,NA,https://www.parks.it/parco.madonie/cen_dettaglio.php?id=867,90010,Palermo,Sicilia,Italy
-83.3718763,33.94504533,Georgia Museum of Natural History,NA,NA,https://naturalhistory.uga.edu/,30602,Athens-Clarke County,Georgia,United States
9.4143568,45.69865683,Civico museo di storia naturale Don Michelangelo Ambrosioni,NA,NA,NA,23807,Lecco,Lombardia,Italy
-1.5048523,53.40127993,Yorkshire Natural History Museum,NA,NA,https://ynhm.org/,S6 4JR,NA,England,United Kingdom
-92.9334259,18.00187293,Museo de Historia Natural José Narciso Rovirosa,09:00-16:00,NA,NA,86040,Centro,Tabasco,Mexico
0.1752011,42.27836423,Museo Paleontológico,NA,NA,NA,22393,NA,AragÃ³n,Spain
-117.738851,34.12351923,Raymond M. Alf Museum of Paleontology,NA,+1 909 624 2798,https://www.alfmuseum.org/,91711,NA,California,United States
74.8702727,32.72049763,Wadia Museum of Natural History,NA,NA,NA,180006,Jammu,Jammu and Kashmir,India
-77.4705757,35.43882343,North Carolina Museum of Natural Science - Contentnea Creek,NA,12523642862,NA,28530,Pitt County,North Carolina,United States
14.9107802,41.59325123,Museo Civico di Storia Naturale,NA,NA,NA,86040,Campobasso,Molise,Italy
-68.0707255,-16.53887227,Museo Nacional de Historia Natural,Mo-Sa 08:30-16:30; PH off,+591 2 2795364,https://mnhn.gob.bo/,NA,Pedro Domingo Murillo,La Paz,Bolivia
151.6405364,-30.48609457,Natural History Museum,NA,NA,NA,2351,NA,New South Wales,Australia
14.9472065,37.87843883,Museo Civico di Scienze Naturali Angelo Priolo,NA,NA,NA,95036,Catania,Sicilia,Italy
-109.0728712,44.52451973,Draper Natural History Museum,NA,NA,https://centerofthewest.org/our-museums/yellowstone/,82414,Park County,Wyoming,United States
-6.8387658,34.00628163,Muséum National d'Histoire Naturelle - Institut Scientifique,Mo-Fr 09:00-15:45,NA,NA,10020,Ø¨Ø§Ø´ÙˆÙŠØ© Ø§Ù„Ø±Ø¨Ø§Ø·,NA,Morocco
-68.9278209,-22.48063377,Museo de Historia Natural,NA,NA,NA,1395584,Provincia de El Loa,RegiÃ³n de Antofagasta,Chile
88.2546742,27.05763503,Natural history museum,NA,NA,NA,734104,Darjeeling Pulbazar,West Bengal,India
-56.175729,-34.90341087,Museo de Historia Natural Dr. Carlos Torres de la LLosa,Mo-Fr 09:00-17:00,NA,https://museotorresdelallo.wixsite.com/museo,11200,NA,Montevideo,Uruguay
8.9281555,45.86250883,Civico Museo Insubrico di Storia Naturale,"""reservation by phone""",NA,https://comune.clivio.va.it/contenuti/53231/civico-museo-insubrico-storia-naturale-visitor,21050,Varese,Lombardia,Italy
-97.9191098,18.59266343,Museo de Paleontología de Tlayua,NA,NA,NA,74690,Tepexi de RodrÃ­guez,Puebla,Mexico
-47.0489763,-22.90972157,Museu de História Natural de Campinas,NA,NA,NA,13026-302,RegiÃ£o Metropolitana de Campinas,SÃ£o Paulo,Brazil
-5.3522714,36.12069993,Gibraltar National Museum (Natural History),Mo-Sa 10:00-14:00,NA,NA,GX11 1AA,NA,NA,Gibraltar
-101.2040852,19.68954453,"Museo de Geología y Mineralogía ""Dr. Jenaro González Reyna""",NA,NA,NA,58040,Morelia,MichoacÃ¡n,Mexico
-3.68701,37.23626393,Museo de Ciencias Naturales de Atarfe,NA,NA,NA,18230,Comarca de la Vega de Granada,AndalucÃ­a,Spain
-70.8594331,-53.06423767,Museo de Historia Natural Río Seco,NA,NA,NA,NA,Provincia de Magallanes,RegiÃ³n de Magallanes y de la AntÃ¡rtica Chilena,Chile
9.9899727,44.50942363,Museo naturalistico e della civiltÀ  contadina,NA,NA,NA,43042,Parma,Emilia-Romagna,Italy
-87.9862983,43.04584033,The Little Nature Museum,Mo-Fr 16:00-17:00; Sa,PH 11:00-12:00,NA,53208,Milwaukee County,Wisconsin,United States
-57.8585227,-38.29083087,Museo de Ciencias Naturales Punta Hermengo,NA,NA,NA,7607,NA,Buenos Aires,Argentina
-55.1010734,-27.47440027,Jardín Botánico y museo de ciencias naturales,NA,NA,NA,N3361ZAA,NA,Misiones,Argentina
11.5128656,45.87471183,Museo Naturalistico Patrizio Rigoni,NA,NA,NA,36012,Vicenza,Veneto,Italy
-5.106686,41.73019223,Casa de la Naturaleza,NA,34654658336,https://lasantaespina.es/que-ver/casa-de-la-naturaleza/,47641,NA,Castilla y LeÃ³n,Spain
8.8831651,45.79572543,Museo civico di Scienze Naturali Mario Realini,NA,+39 0332 425553,https://www.comune.malnate.va.it/,21046,Varese,Lombardia,Italy
-34.8794522,-8.057953774,Museu de História Natural Louis Jacques Brunet,NA,NA,NA,50040-909,RegiÃ£o Metropolitana do Recife,Pernambuco,Brazil
